Data,Sentiment
"আমার তো এই বিষয়ে তেমন আইডিয়া নাই ভাই । আমাকে ফোন দিয়েন , আমি এক ভাই এর নাম্বার দিয়ে দিবোনি । উনি আপনাকে অনেক ইনফো দিতে পারবে ",1
রাব্বানীর সবচেয়ে মজার জিনিস হচ্ছে চা,1
ভাই মাথা পিছু খরচ কত করে লাগবে দাজিলিং ঘুরতে,1
হাতি তার নব জীবনের অানন্দ ফিরে পেলো,1
"ভাই আপনাকে অসংখ্য ধন্নবাদ । আমরা লাস্ট উইক এ দারজিলিং ঘুরে আসলাম , আপনার ভিডিও গুলো দেখে , খুব উপকার হইসে । শিলং - চেরাপুঞ্জি নিয়া ভিডিও চাই ",1
"কচুক্ষেতে মজিদ মামার মুড়ি খাইতে আসবেন একদিন , দাওয়াত রইল ",1
নেক্সটে ইংলিশ সাবটাইটেল দিবেন ভাই,1
ভাই সারা দুনিয়া তে আর আমাদের দাদু ঠাকুমার হাতের ঝাল শুটকি ভরতা খায় নাই তাই এইডা নিয়া এতো রিভিউ,1
* বয়স শুনে তো পুরাই আশ্চর্য হয়ে গেলাম * এই বয়সে এত স্মার্ট এখনো আমার তো বিশ্বাসই হচ্ছে না আপনাদের কি অবস্থা ?,1
আপনি যে সব জায়গায় যান অনেক ভালো লাগে তবে যেতে পারলে আরো ভালো লাগবে চেষ্টা করবো সব শেষে সাবস্ক্রাইব করলাম অবো শেষে আমাদের দোয়া রইলো আরো এগিয়ে যান,1
"এমনিতেই আপনি কব্জি ডুবিয়ে খান , এখন পূজা একটা উসিলা ",1
"রাজশাহী থেকে বলছি , রাজশাহী শহরটা কেমন লাগলো খাবারের সাথে সাথে ",1
তাকে সরকার একটা কাজ দেওয়ার দরকার লাজিম,1
ভাইয়া ভিডিওগুলোতে খাবারের দাম গুলি উল্লেখ করে দিলে খুব ভাল হতো,1
ভাই ভর্তা দিয়ে এভাবে ভাত খেতে মজা পাবেন না পুরো মাখা মাখা করে নিয়ে লোকমা লোকমা মুখে দেন তাহলে ভিডিওটাও ন্যাচারাল লাগবে । :,1
ফায়জানে মদিনার আরও একটা শাখা আছে মিরপুর 11নাম্বার বাজার মাসজিদ সামনে একটু ওই খানেও রিভিও করবেন ,1
মহান আল্লাহ পাক আপনাদেরকে হেপাজত করুক আমিন আমি মালোশিয়া থেকে ভাই আপনাদেরকে অনেক ধন্যবাদ ,1
আমাদের কামরাঙ্গীরচরের পোলা এগিয়ে যা রানা,1
* ছাত্র রাজনীতি সারা বাংলাদেশে বন্ধ হওয়া প্রয়োজন * ,1
একটা চমৎকার সমসাময়িক সমস্যা সমাধানের দাবি করেছেন,1
আমরা বাঙালীরা মেয়নেজ আর সসে ভরপুর বার্গার খেয়ে অভ্যস্ত । ওইটাই ভালো লাগে,1
"সব কিছুই ভাল লাগে , কি যেন মিসিং মিসিং লাগে ",1
আসুন আমরা সঠিক ভাবে ৫ ওয়াক্ত নামাজ আদাই করি,1
আহহহ ক্ষুধা লেগে গেল । দেখেই অর্ধভোজন,1
দয়াকরে ভারতের না ঘুরে বাংলাদেশী খাবারের বলগ বানান ভারতের খাবারের অনেক বলগ আছে দেক্গে নিন আপনি নিজের দেশের বানান আমরা বাংলাদেশী চায়না আমদের দেশে আসুক,1
ম্যাজিসট্রেট । সরোয়ার । আলম । স্যারের । কোন । তুলনাই । হয় । না,1
"বাড়বে আপু , টেনশন কইরেন না ",1
আমার মায়ের বাড়ি কুষ্টিয়া । এই কুলফি দেশে কোথাও পাওয়া যাবে না । অনেক কুল্ফি খেয়েছি কিন্তু কুষ্টিয়াটার টা বেস্ট ❤,1
বাকি খাবারগুলো কি ফালিয়ে দিছেন,1
ডাক্তার দেখাবেন নানাকে । কিন্তু আপনার মেডিকেল ভিসা লাগবে কেন,1
ভাইয়া তো আগের থেকে বেশি সুন্দর হইছেন,1
"ভিডিও বা খাবার যাই হোক , আপুটার উদ্যোগ খুবই প্রশংসনিয় । দেখে খুবই ভাল লাগল ",1
ভাইয়া দার্জিলিং এর জন্য কি আলাদা করে কোন পারমিশনের প্রয়োজন আছে,1
চিকেন কাটলেট খাওয়ার সময় পেছনের আন্টি আড়চোখে তাকাচ্ছিলেন,1
আমার অফিস বাংলামটর । বাসা পশ্চিম ঢান্মন্ডি । চলে আসেন একদিন : ),1
"যে খাওয়া দাওয়া শুরু হয়েছে স্বাস্থ আগের অবস্থায় ফিরে যেতে সময় লাগবে না , ফিন্নি ভালো না আর লেগ রোস্ট আগের মত নাই ",1
প্রতিটা দিন আপনার ইন্ডিয়া ট্যুরের ভিডিও এর জন্য অপেক্ষা করি,1
এই গানে লুকিয়ে আছে লক্ষ্য লক্ষ্য পথ শিশুর জিবনের গল্প ,1
দোয়া করি ভাই তুই আরো সামনের দিকে এগিয়ে যাও অনেক অনেক শুভকামনা রইল❤❤❤,1
আমাও খুদা লাগছে । খাবো । আমার মতো কার কার খেতে ইচ্ছা করছে,1
তোমাদের জন্য দোয়া করি আল্লাহ সবাইকে ভালো ভাবে চলার মতো তফিক দান করো,1
ওয়ান অব দ্যা বেস্ট চ্যানেলস,1
নরুভাই আপনার মত একজন প্রতিবাদী ছাএ থেকে অনেক কিছুই শিক্ষা নেয়ার আছে । আমরা আপনার সাথে একমত সকল ছাএ ভাইদের একতাবদ্ধ হয়ে আন্দলোন করার আহবান জানায় । আমরা স্বাধীন দেশের মানুষ স্বাধীন ভাবে বেঁচে থাকতে চায় পরাধীন হয়ে,1
তিন্নি থাকলে ভালো মানাত । এবং ভালো লাগত,1
আপনার ভ্লগ খুব ভাল লাগে কিন্তু নাটকে আপনাকে তেমন একটা দেখিনা,1
আমাদের লেখাপড়ার দরকার নাই আগে দেশ ঠীক করে পরেই পড়তে বসবো,1
ভাইয়া আপনার উপস্থাপন করার ধরনটা সুন্দর,1
"আপনি সিলেটে আসবেন জেনে , ভাবছিলাম আপনার সাথে দেখা করবো ! আমি সাস্টে পড়ি ",1
মাশ আল্লাহ মাশ আল্লাহ,1
"15 জানুয়ারি শেষ দিন ছিলো , সেই দিনই আপনারা ভিডিও দিয়েছেন , এখন তো জিভে জ্বল চলে আসছে - _ - ",1
অনেক ধন্যবাদ ভিডিওটির জন্য । আচ্ছা সনি মিররলেস ক্যামেরা কেমন হবে,1
"কক্সবাজার জেলার চকোরিয়া , মহেশখালী তে গুড়ের জিলাপি বারোমাস পাওয়া যায় । আহ পুরাই মধু ",1
ভাই আপনার টুরটা আমার খুব ভাল লাগল,1
বগুড়ার দই আগে বিট্রিশ রাজপরিবারে পাঠানো হতো,1
ভাইয়া 3য় ব্লগে পিচ্চিটাকে দেখলাম না কোথায় রেখে গিয়েছিলেন,1
এই ছোট্ট রানার র‍্যাপ গান ভালো লাগছে কার কার সাড়া দিন ,1
আপনার খাওয়া দেখলে আমার খিদে বেড়ে যায় আর তখন আমিও খোঁজাখুঁজি করি কি খাওয়া যায়,1
"খালেদ সাইফুল্লার এক্সপ্রেশনটা দেখেন , কষ্ট করে বগুড়ায় যেতে হবে না দই খেতে । ওর খাওয়া দেখলেই মন ভরে যাবে ",1
মামু আপনি কয়েকদিন আগেও অনেক মোটা ছিলেন এখন কিভাবে এতো লাটি হয়ে গেলেন,1
"দিদি ইন্ডিয়া মেনশনটা একটু ভুল কারণ ভারতে একেকটা রাজ্যে একেকরকম ফুড কালচার এটা ভারতের অন্য রাজ্যে পাবেন না , শুধুমাত্র কেবল মাত্র কোলকাতাতেই পাবেন ",1
না দাদা বিরক্ত একদম ই না আপনার কাছে কতো জানা যাচ্ছে,1
আস্তে আস্তে আপনার ভিডিও এবং খাবার এর বিশ্লেষণ করার উন্নতি হইতাছে✌,1
"আশরাফুল এর কারনে বাংলাদেশ ক্রিকেট পরিচিত হয়েছে , কিছু দালার এর কারনে , আজ আমাদের হিরু জিরু হয়ে গেছে ",1
"তবীব ভাইয়ের জন্য রইলো শুভ কামনা , কারন তিনি রানার শপ্ন পুরন করতে সহযোগিতা করেছেন , দোয়া করি রানার জন্য , সে যেনো তার শপ্ন পুরন করতে পারে ",1
হ্যা সত্যিই খাবার গুলো খুবই সসতা । আমি এখানে অবশ্যই খেতে আসবো,1
আপনারা যেই ফল টা খেলেন তার নাম গাব । এত বড় হয়ে যানেন না,1
বিরিয়ানিতে লেবু চটকে আর রায়তা মাখিয়ে খেতে কাউকে এই প্রথম দেখলাম । আর ফর্ক দিয়ে বিরিয়ানি খাওয়া তো আছেই । খুব চোখে লাগলো । এমনিতে আদনান ভাই এর ভিডিও গুলো আমি খুব উৎসাহ নিয়ে দেখে থাকি । হায়দ্রাবাদি বিরিয়ানির এপিসোডটা খুব হতাশ করেছে আমায়,1
আপনারা ভাল ভাবে একটু দেকিন,1
একদম সত্যি এটা । হক কথা কইসেন,1
"বাসমতি হচ্ছে চোখের খুদা মেটানো , বাসমতি চালের নিজস্ব কোন আহামরি স্বাদ নাই যেইটা আমাদের দেশি চিনিগুড়া কিংবা কাটারিভোগ এ পাওয়া যায় ",1
"33 হাজার ভিউ , বাট ভালো একটা ভিড়িওতেও লাইক দিতে কিপ্টামি বাংগালির । এগিয়ে যান ",1
ধন্যবাদ মাননীয় প্ৰধান মন্ত্ৰী শেখ হাসিনাকে,1
ওর ভিতরে একটা হিট কাজ করে যে হিট টা অকে অনেক দূর নিয়ে যেতে পারবে ,1
ভালো লেগেছে । কিন্তু ভাই ভুটানের প্রাকৃতিক দৃশ্য তো ভিডিও করলেন না,1
কুরিয়ার করে রাজশাহীতে পাঠিয়ে দেন,1
"বেসম্ভব সুন্দর , মন চাইছে এখনই চলে যাই ",1
"মেঘনা টিভি এবং সাইফুল্লাহ ভাইকে ধন্যবাদ , এই চ্যানেলের মাধ্যমে ঢাকার বিখ্যাত খাবারের জায়গাগুলোর নাম এবং বিখ্যাত খাবারের আইটেম সর্ম্পকে জানতে পারছি ",1
"মেঘ দেখতে চাইলে বর্ষাকাল , কাঞ্চনজঙ্ঘা দেখতে চাইলে শীতকাল আর বরফ দেখতে চাইলে ডিসেম্বার ",1
আপনার ভিডিও দেখে খুব ভাল লাগল । ফেব্রয়ারীতে ছাঙ্গু লেকএ বরফ পাওয়া যাবেত ? আমি নরথ সিকিম গেছি । সময়ের অভাবে ছাঙ্গু লেক যেতে পারিনি । ইচ্ছা আছে ফেব্রয়ারীতে যাবো,1
একসাখে এগিয়ে যান বাংলাদেশকেউ অনেক অনেক দূড়ে নিয়ে যান ,1
এই একটা মানুষ যে নিজের কথা কখনো চিন্তা করে না । সালাম ভাই । আপনাকে হাজার যুবকের পক্ষথেকে সালাম,1
না না দাদা আমরা বিরক্ত হই না বরংচ বেশি করে দেখি আপনার প্রোগ্রা মখুব ভালো লাগে কতো কস্ট করে ঘুরে ঘুরে দেখান সেটা দেখবো না তাকি হয়,1
"অনেক চিন্তা ভাবনার পর এটা বলা যায় যে , ইসলামই একমাত্র সত্য ধর্ম । যেটা ঈশ্বর প্রদত্ত ",1
"নোয়াখালী , কোম্পানি গন্জ্ঞ , মুসাপুর বাংলা বাজার যান । দরবের মিষ্টি খাই আসেন । আর সেম জায়গার কাবাব হাউস এর কাবাব ট্রায় কারে দেখেন । দুটাই অনেক মজার । দাওয়াত রইল ",1
আমার এটা খুবই প্রিয় অনুষ্ঠান । আমি কলকাতায় থেকেও জানতাম বা যে কষে কসায় এত কম দামে থালি পাওয়া যায় । জানানোর জন্য আদনান ভাইয়া কে ধন্যবাদ,1
আপনারা কেউ হতাশ হবেন না,1
আমি ফিরবো এ জায়গায় । ধন্যবাদ আদনান ভাই,1
"যা খাচ্ছেন , গ্রামের রেগুলার খাবার এগুলো । ব্যবধান শুধু রেস্টুরেন্ট আর বাসা ",1
"আলহামদুলিল্লাহ , 30 অক্টোবার ",1
এরকম হাজারো রানা আমাদের আশেপাশে আছে । শুধু তাদেরকে বের করে আনতে পারলেই জন্ম হবে নতুন বিশ্বয়ের ,1
বন্ধু জাহিদের জন্য শুভকামনা,1
"পরিশেষে অনেক অনেক শুভ কামনা । সব কিছু দারুণ ছিলও , কোনোদিন টাকা হলে যাবো ইনশাল্লাহ ",1
আল্লাহ তায়ালার রহমতে নতুন জীবন ফিরে পেল * পেলে,1
2050 সালে এই 900 সিসি বাইক বাংলাদেশে আসবে ইনশাআল্লাহ ,1
একটু লেট হবে মনে হচ্ছে কারণ এই উইকে আবার টুরে যাচ্ছি ইন শা আল্লাহ,1
অতি শীঘ্রই বাংলাদেশ ক্রিকেটের হেড কোচ হতে যাচ্ছেন তিনি । অভিনন্দন ❤ ️ ,1
কনগ্রাচুলেশন ফাহিম ভাই এভাবে এগিয়ে যান আপনার আগামী দিনগুলোর জন্য রইল শুভকামনা তবে ভাই এই সফলতার জন্য ট্রিট দিতে হবে,1
ভাইয়া অসাধারন । আপনি সত্যি সাধারন কে অসাধারন বানায় ফেলেন । অস্থির,1
"যতগুলো ফুড রিভিউয়ার ইউটিউব চ্যানেল রয়েছে এদেশে , এরমধ্যে মেট্রোম্যান এর উপস্থাপনা আমার কাছে সব থেকে ভালোলাগে , শুভকামনা রইলো ",1
পরিশেষে ছোট মুখে একটি বড় কথা বলতে চাই মাননীয় প্রধানমন্ত্রী আপনি মানুষের ভালোবাসা পাওয়ার জন্য কিছু করা লাগবে না,1
"কমানো না , আল্লাহর নাম নিয়ে একদম ছেড়ে ই দিন , আপ্নার যা বয়স , এখনি ভাল সময় , আর ও পরে আর ছাড় তে পারবেন না ",1
ভাইয়া ঝুরি আলুভাজা আমায় আর একটু দিবেন ? এটা খুব মজা লাগছে,1
"দুই নাম্বার কথা , এটাকে ভালো হালিম যারা বলবে , ভালো জায়গার হালিম তারা খায়নি - এটা আরেকটা জেনারেলাইজেশন । আর ভালো জায়গার হালিমের নাম বলবেন না - বললে , ভীড় বেড়ে যাবে - এই তাচ্ছিল্য না দেখালেও হয় । একটা খাবারের জায়গাকে বস্তি বলার অসম্মান না করলেও হয় ",1
লাস্টের জনের উত্তরটা সেরকম হইছে ,1
এই খারারটা । খুপ । মজা । আমি নিজেই । বানিয়ে । খাই,1
আমরা ফুচকায় যা ঝাল খাই তা মনে হয় এদের কাছাকাছি,1
কাঠি দিয়েও হাতের সাইজ,1
"আহ জগ্ননাথ ভারসিটিতে পড়ার সময় কতবার যে গিয়েছি বন্ধুদের নিয়ে । প্রিয় জায়গা , হাজারো স্রিতি । চোখে কান্না এসে গেল দেখে ",1
ধন্যবাদ দিয়ে ছোট করতে চাইনা । অফুরন্ত ভালবাসা ও দোয়া রইল ঐ পুলিশ অফিসারের জন্য এবং আল্লাহ এই ভাইকে নেক হায়াত দান করুণ আমিন ,1
আর ঢাকা - শিলিগুড়ি এর ভাড়া কত,1
"আপনার সবগুলো এপিসোড দেখি , অনেক মজাদার ",1
ফরিদপুরের বোয়ালমারী উপজেলার সূর্যমূখীর রসমালাই সাজেস্ট করলাম । আসেন আমি নিজেই খাওয়াবো । আর রাজবাড়ীর চমচম । একবার খেলে আরেকবার খেতে চাবেন শতভাগ,1
এখান করার রান্না দেখে হিন্দু পরিবারের ঘরোয়া রান্না মতো লাগেছে,1
ভাইয়া পিপিকে আপনারা কোথায় রেখে আসছেন ? নাকি নিয়ে গেছেন সাথে,1
ভাই একটা বেক্তিগত প্রশ্ন ছিল । আপনি দারজেলিং এবং ভুটান গেছেন । আপনার কাছে এই 2 টা ট্যুর এর মধ্যে কোন ট্যুরটা বেষ্ট মনে হইছে । আমি বলতে চাচ্ছি কোন দেশটা সুন্দর বেশি । ভুটান ? দারজেলিং,1
এই রামিয়ন পাবেন ঢাকার বনানীর পেসকৃপশন পয়েন্ট মেডিকেল এর রাস্তা র ওপরে,1
যদি পারেন একবার বরিশালে গৌরনদী তে আসবেন এখানের দই খেয়ে যাবেন ভাইয়া,1
"সে হৈতো বোঝাইতে পারি নি । গুগল তার সার্চ ইনডেক্স থেকে সব ধরনের পর্ন রিলেটেড কি ওয়ার্ড গুলো ব্যান্ড করে দিতে পারে , এতোই যখন মানুষের ভালো চাই ",1
"ধন্যবাদ , হিল্লোল ভাইয়া । ঢাকার ফুড সম্পর্কে ভাল আইডিয়া পেলাম সাথে প্রিয় পারসোনালিটি ও ভয়েস । চালিয়ে যান সাথে আছি , থাকবো ",1
ছাত্র রাজনীতি চিরতরে নিষিদ্ধ করা হোক ,1
"খুব ভালো লাগল , ছোট বেলায় বাবার হাত ধরে চিত্তবাবুর রেস্টুরেন্টে খাওয়া । এখন ও ওখানে গেলেই খায় । বাবার চাকরির জীবনে প্রায় প্রতিদিন ই ওখানে খেতেন ",1
"একটা পরামর্শ , যদি খাবারের সাথে দামটা রিজনেবল হচ্ছে কি না সেটাও একটু ফিডব্যাক দিলে আরও দারুণ হতো ",1
"একেবারে খাবারে বিলিন করেছেন নিজের আত্মাকে , একেই বুঝি সুখ বলে : - ) ",1
অনেক ধন্যবাদ দাদা । আপনাদের কোলকাতা থেকে 5 / 7 দিন ফিরলাম : ),1
"ঢাকা থেকে শিলিগুড়ি যেতে "" পঞ্চগড় "" নাকি "" বুড়িমারী "" দিয়ে সময়ও টাকা সাশ্রয় হবে ",1
"ওদের বিরিয়ানি অনেক ভাল , তবে ওদের আচরণ নিয়ে অনেক অভিযোগ আছে ! কাছাকাছি বাসমতী কাচ্চি আছে , ওদের কাচ্চিও অসাধারণ । ট্রেডিশন বিডি তেও কাচ্চি ভাল , কলকাতা কাচ্চি ও বেশ ভাল তবে পরিবেশ টা আপনার জন্য অত ভাল হবেনা ",1
"এনিওয়েজ , হয়তো ঠিক জায়গায় কথা বললাম , হয়তো না । ভালো থাকবেন ",1
আল্লাহ কে ভয় করা উচিত । অাল্লাহ চাইলে এর চেয়েও ভয়াবহ ভাবে পৃথিবী ধ্বংস করতে পারেন । এটা নমুনা মাত্র.,1
"প্রাইস গুলো আসলেই টাসকি খাওয়ার মতো , ভালো লেগেছে গ্লাস টেবিল টা ছিল পরিস্কার ঝকঝকে , খাবার গুলো দেখতে এবং খাবার পরিবেশনা ও ছিল সুন্দর ",1
ভাই অাপনার ঐ বিশাল কামড়ের বাগার খাওয়াটা অামার কাছে এক দারণ অনুপ্রেরণা হয়ে অাছে,1
"ঢাকা বিশ্ববিদ্যালয়ের ভাইয়ের প্রচেষ্টায় ছেলে টার ভাগ্য খুলে গেছে , ধন্যবাদ ভাইজান ",1
অবশই একদিন যেতে হবে খাইতে,1
বাংলাদেশের একেক দোকানের বিরিয়ানি একেক রকম । তাই এতো বিরিয়ানির ভিডিও দেখানো হচ্ছে,1
দস্তরখানার চা খান নাই তো কিছুই খান নাই । ওদের চা অসাধারণ । আমরা ছুটির দিনের সকালের নাস্তাটা এখানেই করি । আর চা তো মাস্ট,1
এদের ব্যবসা করার জন্য কোন লাইসেন্স না দেওয়াই ভালো অথবা এমন শাস্তি দেওয়া দরকার যাতে পরবতীতে কেউ এমন কাজ করার সাহস না পাই,1
সিংগারা সাথ চা পান করলেই ৩০ টাকা চলে যায় । বোনটি অনেক বেশি দিতেছে লাখ লাখ শুকরিয়া করেন ভাই,1
ভাল লেগেছে আপনার টিউটরিয়্যাল,1
শুভ কামনা রইল সৌরভ গাংগোলী কে ,1
কুষ্টিয়া গেলে এই মালি চ খাব,1
এই ছেলেকে বড় শিল্পী করা উচিত,1
দোয়া করবেন আমাদের জন্য । আমার আব্বু - আম্মুর জন্যও দোয়া করবেন । আপনাদের কমেন্ট গুলো পড়তেও আমার খুব ভালো লাগে : ) অফিস থেকে এসেই অজু করে নামাজ শেষেই বসে যাই ল্যাপটপে,1
এই রকম প্রতিবাদি কন্ঠ আরো বেশি দরকার এই সময়ে,1
"এগুলা ইডিট করা যায় । একজন সৎ , ভালো , নিষ্ঠাবান , দায়িত্ববান ডিসিকে ফাঁসানোর চিন্তাধারা গণপ্রজাতন্ত্রী বাংলাদেশ সরকার কখনো মেনে নিবে না ",1
সকল বেকার পিতা ও মানুষ বেকারত্বের অভিশাপ থেকে মুক্তি পাক । তাদের সন্তান ও পরিবার পরিজনের জন্য একটি সুস্থ ও সুন্দর পৃথিবী গঠনে অবদান রাখুক,1
আমাদের যশোরেও ১ টাকার সিঙ্গারা পাওয়া যায় । যশোরে গেলে খেয়ে দেখবেন,1
আরে ভাইজান লজ্জা শরম করে লাভ নাই ভুল মানুষের হয় এটাই সাভাবিক আগে আপনার ফেমিলিকে বাঁচান । সব কিছু ভুলে যান সামনে ঈদ বউ বাচ্চার জন্য জামাকাপড় কিনতে হবেনা তারাতারি চাকরিতে জয়েন্ট দেন দোয়ারইলো ভালো থাকেন ,1
দারুণ ছিলো আজকের পর্ব । ভাই সাপ্তাহে অন্তত 2 / 3 টি ভিডিও চাই । ✌,1
তোমাদের জন্য দোয়া করি আল্লাহ সবাইকে ভালো ভাবে চলার মতো তফিক দান করো ,1
"জিভে পানি চলে আসলো । কতদিন ইলিশের ডিম খাই না । কত বাজারে খুজলাম , পেলাম নাহ ",1
"আমাদের দেশে এই টাইপের পিজ্জা খুব কম কারন পিজ্জা বানানোর বড় যেই চুলাটা ওইটা তো আমাদের দেশে নাই তেমন , ওভেন বেকডই হয় সাধারণত পিজ্জা ",1
ভাইয়া দামটা বলে ভাল হতো আর জায়গার নামটা বলে সহজে যেতে পাড়তাম,1
আমরা ময়মনসিংহ থেকে ভোঠান যেতে চাচ্ছি আমাদের বাড়ি যেহেতু ময়মনসিংহ ডিস্ট্রিক্ট কিন্তু রিটার্ন টিকেট কি ভাবে সংগ্রহ করবো যদি জানাতেন একটু প্লিজ,1
সাংবাদিক আমাদের একজন বন্ধু এবং আমাদের একজন নিরাপত্তা রক্ষক তাই সাংবাদিক এর মাধ্যমে চাই এই অসহায় মানুষটির টাকাগুলো যেন সে ফিরে পায়,1
বাঙালিদের পেটে সব হজম হয় আর এটাতো একটা ইস্পাসি নুডুলস,1
আর সিলেটিরা এই অসভ্যর মতো গালিগালাজ করে না । আমাদের কাছে অনেক সময় নাই এইগুলোর,1
চিটার গরীবের টাকা একইভাবে মেরে দিল তর সময় আসবে তখন কেউ থাকবে না তোর পাশে,2
সাংবাদিকই যদি হুমকির মুখে থাকে তাহলে সাধারন মানুষের ত কোন কথাই নাই,2
আহ জানোয়ারেরা একটুও কি মায়া হলো না রে তোদের আরে তোরাতো মানুষ ছিলিনা রে,2
অভিনয় তো চুল করতা এখন হয়ছিস ইউটিবার সালার তুই কি মানুষ,2
কি বালের বিচার এটা । সাময়িক কেন । অজীবন না কেন ,2
আপনি কি খান তার চেয় ভালো ফুত পাতের খাবার,2
এগুলো বেস্যা পতিতা মাগির পোলা,2
"আদনান ভাই আপনার সব খাবারের আয়োজন দেখা হয় , কিন্তু আপনার ডান পাশের লোকটার ভিডিও গুলো দেখিনা , লোকটা দিয়ে এগুলো মানানসই নয় , খুবই বাজে লাগে , নেক্সট টাইম যাতে আপনার সাথে না দেখি ",2
ক্যামেরা ম্যান কে না খাওয়ালে সাথে নেন কেন,2
"ও মিয়া যাও কনে , জম্মের নাস্তা করলে , আবার সেই দুই হাত দিয়ে চেটে খাচ্ছো , কয়টা বাংলা য় নিয়ে যাও ",2
আওয়ামীলীগ দেশের শত্তুর জনোগনের হায়না ,2
কুত্তার বাচ্ছা কুত্তার বিড়িয়ানী খা । শুওরের বাচ্ছা কোথাকার । মর শালা বান্চোদ,2
"জয় বাবা ক্ষমতা , আহা আহা সু - শাসন ",2
"ঘরের স্বাদ মানেই সুপার অসাম এটা সব সময় ঠিক না । যেটা ঘরেই পারে , সেটার জন্য সুদূর টংগি যাব কেন ? বরং যেটা ঘরে পারে না বা সম্ভবই না , সেটাই বাইরে খাওয়া উচিত ",2
বাংলাদেশের মতো আপ্যায়ন প্রিয় না ওরা যা বুঝলাম,2
"বাল দেখবায় তদন্ত , তদন্ত তদন্ত করিই দেশ খাইতে ছো মাদার চোদ রা ",2
মদন টিভিকে বলতে চাই তোরা প্রশসনকে জেরা করে পাবলিককে দেখাইেদে ,2
"আদনান কি করে বুঝবে কে ঠিকঠাক লোক ? কারোর প্রোফাইলের পাশে তো ঠিকঠাক বা ভুলভাল ট্যাগ লাগানো থাকে না বোধ হয় । বুদ্ধি ব্যবহার করিস না , না কি বুদ্ধি নেই ? ",2
"ডিসি বাল করছে , পুরা ২৪ মিনিট দেখলাম , আসল কথা হলো ডিসির তো কমড় লাড়া দিতে দেখলাম না ",2
কয় দিন পর পর সোনার বাল ভাইরাল হয়,2
"আপনার কমেন্টের ধরণ দেখে ধরে নিচ্ছি , আপনার মনটাই অনেক নোংরা ",2
নওসিন কে তো আন্টি বানিয়ে ফেলতে সেন বেশি খাওয়াবেন না,2
মাথার চুল কলপ করেন না কেন ? খুব বয়স্ক লাগে আপনাকে,2
1 । 12 সেকেন্ডে যে সাহসি ভাইটি এই জানোয়ার শূয়রের বাচ্চার পাছায় লাথি মারলেন তার প্রতি রইলো সালাম ও শ্রদ্ধা,2
এই মাদারচোদ সৌরভ গাঙ্গুলী আমাদের চ্যাট এর বাংলা কি বালের নিউজ নিয়ে পইরা থাকো চোদানীর পোলারা বাংলাদেশের কোন নিউজ নাই ,2
আধুনিক যুগের হিপহপ শালার মূর্খ রিপোর্টার । হিপহপ শুরু হইসেই তো রাস্তার বস্তির পোলাপানের হাত ধরে । নিগ্রোদের হাত ধরে ,2
"এই বাইক বাংলাদেশে আইতো না , যদি ও আহে ট্যাক্স বাবাজি হুছুট খাইয়া পড়ে যাইবো আর কইবো আজ ট্যাক্স বসামু রে শাম আহা .ও.হো . ",2
শয়তানের বাচ্চা মরেও না ছারেও না শয়তানের দল,2
"খাবারের পরিমান বেশি , পরিমান কম হলে দাম টাও কমতো আর নষ্টও হতো না ",2
ওভার আ্যকটিং ঝাল লাগলে এত কথা বলে কিভাবে ? শেষের কথা জোস ছিল কাইন্দা একাকার অবস্থা । আর রাত্রে বুজছে খালি পাতলা ডাল বের হইছে পুটকি দিয়া,2
অপব্যাবহারের কাছে বন্দী সবাই,2
এসব কর্মকর্তাদের কর্মকান্ড প্রধানমন্তীর নজরে দিতে হবে । এদের কাছে দেশ জিম্মি মনে হয়,2
"আমরা কত ভদ্র ভালো উন্নত জাতি , আমরা বিদেশী আপরাধীদের চোলে যেতে দেই ",2
কোন কুত্তার বাচ্চা তোর মায়েরে চুদদি খানকির পোলা খানকির পোলা বাংলাদেশের ক্রিকেট ধ্বংস করছে আশরাফুলের মতনের বেসমেন্টে বাংলাদেশের জন্য সরাইয়া দিছে বলতো মানুষের এতে নিজেরই গেছে চার্জ দিয়ে তো দেয়ার দরকার ছিল খানকির পুয়া,2
ভাই কি আগে কখনও খাননি । শুরু থেকে শেষ পযন্ত শুধু খাওয়ার জন্য লাফালাফি করছিলেন,2
"মধু হই হই মোরে বিষ হাওয়াইলা , ওর কি খবর এখন ",2
"বাংলার আছে কি আর দিবে কি মুর্খ , বাংলাদেশ থেকে 5 টি পর্ন ইনডিয়াতে গেলে , ইনডিয়া থেকে আসে 100 টি পর্ন্য , আগে জান ভাই তারপর ব্যাহ্ম্যা দিছ ",2
আদনান ভাই সবাই ভালো কিন্তু আপনি অংকে কাচি,2
লাটারী তে যে ব্যক্তি ত্রিশ লাখ টাকা পেয়েছে তাকে অনতিবিলম্বে টাকা দেওয়া হোক । নইলে লটারীর ব্যবস্থাপক পরিচালক কে পাবলিকে সামনে জুতাপেটা করা হোক,2
সারা পৃথিবীর মধ্যে শেস্টো হারামি মাদারচুদ পুলিশ হলো বাংলাদেশের পুলিশ,2
কাপড়ে দেয়া রং খেতে গেছেন,2
"দেশ টা গেছে গুল্লায় , যার যা কিছু ইচ্ছা হইতেছে তাই করতেছে ",2
মালিন্দ আমাকে আরেকজনের নামের বোর্ডিং পাস ধরায় দিতে চাইছিল । সর্বোপরি খুব বাজে এক্সপেরিয়েন্স,2
